snum,wins,victories,rounds
#115,53,7,"['#655', '#115', '#655', '#115', '#655', '#393', '#393', '#393', '#115', '#393', '#106', '#106', '#106', '#106', '#106', '#338', '#115', '#115', '#115', '#338', '#263', '#263', '#263', '#263', '#263', '#546', '#546', '#115', '#546', '#546', '#91', '#115', '#91', '#91', '#115', '#666', '#666', '#666', '#115', '#115', '#115', '#108', '#115', '#108', '#108', '#405', '#405', '#405', '#405', '#115', '#806', '#806', '#115', '#806', '#806', '#561', '#561', '#561', '#561', '#115', '#692', '#692', '#692', '#115', '#115', '#887', '#887', '#887', '#115', '#115', '#582', '#115', '#582', '#582', '#582', '#665', '#665', '#665', '#665', '#665', '#115', '#366', '#366', '#366', '#366', '#1', '#1', '#1', '#115', '#1', '#507', '#507', '#115', '#115', '#507', '#115', '#949', '#949', '#949', '#115', '#599', '#599', '#599', '#599', '#599', '#669', '#115', '#669', '#669', '#669', '#115', '#840', '#840', '#840', '#840', '#22', '#22', '#115', '#115', '#115', '#427', '#115', '#427', '#427', '#427', '#572', '#572', '#572', '#115', '#572', '#115', '#1', '#1', '#115', '#115', '#115', '#115', '#989', '#115', '#989', '#12', '#115', '#12', '#12', '#12', '#380', '#115', '#380', '#380', '#380', '#421', '#421', '#421', '#115', '#115', '#76', '#76', '#115', '#115', '#115', '#115', '#115', '#827', '#115', '#827', '#115', '#796', '#115', '#796', '#115']"
#655,98,21,"['#655', '#115', '#655', '#115', '#655', '#413', '#413', '#655', '#655', '#655', '#655', '#448', '#655', '#448', '#655', '#136', '#655', '#136', '#136', '#655', '#952', '#655', '#952', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#556', '#556', '#556', '#556', '#655', '#120', '#120', '#655', '#655', '#655', '#175', '#175', '#655', '#175', '#655', '#46', '#46', '#655', '#655', '#46', '#655', '#966', '#655', '#966', '#966', '#655', '#387', '#387', '#387', '#655', '#688', '#688', '#688', '#655', '#655', '#484', '#484', '#655', '#484', '#655', '#655', '#174', '#655', '#655', '#655', '#655', '#5', '#655', '#5', '#655', '#170', '#170', '#170', '#170', '#655', '#655', '#655', '#965', '#655', '#655', '#722', '#722', '#722', '#722', '#655', '#655', '#309', '#309', '#309', '#309', '#893', '#655', '#893', '#655', '#655', '#853', '#655', '#655', '#655', '#853', '#725', '#725', '#655', '#725', '#655', '#655', '#225', '#655', '#655', '#655', '#655', '#655', '#655', '#497', '#655', '#450', '#450', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#917', '#917', '#655', '#655', '#246', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#655', '#669', '#655', '#669', '#655', '#655', '#132', '#132', '#655', '#132', '#655', '#728', '#728', '#728', '#655', '#655', '#655', '#355', '#355', '#655', '#655', '#655', '#655', '#540', '#540', '#655']"
#713,101,20,"['#787', '#713', '#713', '#713', '#787', '#797', '#797', '#713', '#713', '#713', '#713', '#713', '#816', '#816', '#816', '#675', '#675', '#713', '#675', '#713', '#817', '#817', '#713', '#817', '#817', '#713', '#235', '#235', '#235', '#713', '#723', '#723', '#723', '#723', '#723', '#911', '#713', '#911', '#911', '#911', '#193', '#193', '#193', '#713', '#193', '#713', '#138', '#138', '#138', '#713', '#713', '#713', '#969', '#713', '#969', '#864', '#864', '#864', '#713', '#713', '#713', '#713', '#713', '#713', '#213', '#713', '#713', '#713', '#713', '#713', '#713', '#713', '#502', '#502', '#502', '#713', '#713', '#210', '#210', '#713', '#286', '#713', '#286', '#286', '#286', '#713', '#713', '#713', '#713', '#713', '#713', '#713', '#946', '#946', '#946', '#455', '#713', '#713', '#713', '#713', '#125', '#713', '#713', '#713', '#125', '#713', '#713', '#173', '#713', '#713', '#713', '#713', '#202', '#713', '#202', '#282', '#713', '#282', '#282', '#282', '#836', '#836', '#836', '#713', '#713', '#713', '#833', '#713', '#833', '#713', '#713', '#713', '#512', '#512', '#512', '#713', '#713', '#969', '#713', '#969', '#713', '#713', '#536', '#713', '#536', '#849', '#849', '#713', '#849', '#849', '#713', '#760', '#760', '#713', '#760', '#713', '#713', '#713', '#67', '#713', '#151', '#151', '#151', '#713', '#151', '#446', '#713', '#446', '#713', '#713', '#713', '#620', '#620', '#620', '#713', '#448', '#713', '#713', '#448', '#713', '#713', '#713', '#713', '#397', '#397', '#713', '#566', '#566', '#566', '#566', '#713', '#713', '#713', '#713', '#113', '#319', '#319', '#319', '#713', '#319', '#458', '#713', '#458', '#458', '#458', '#900', '#900', '#900', '#900', '#900', '#713', '#420', '#713', '#713', '#420']"
#787,107,25,"['#787', '#713', '#713', '#713', '#787', '#787', '#982', '#787', '#982', '#787', '#912', '#912', '#787', '#912', '#787', '#127', '#787', '#127', '#127', '#787', '#837', '#787', '#837', '#837', '#837', '#787', '#575', '#575', '#575', '#787', '#901', '#901', '#787', '#787', '#787', '#52', '#52', '#52', '#52', '#787', '#787', '#87', '#787', '#87', '#87', '#532', '#532', '#532', '#532', '#787', '#347', '#787', '#787', '#787', '#787', '#787', '#787', '#924', '#787', '#787', '#548', '#787', '#548', '#787', '#787', '#787', '#268', '#268', '#787', '#787', '#304', '#304', '#787', '#787', '#787', '#787', '#787', '#787', '#787', '#875', '#787', '#770', '#770', '#770', '#787', '#111', '#111', '#787', '#787', '#787', '#787', '#845', '#845', '#787', '#787', '#585', '#585', '#585', '#787', '#787', '#315', '#315', '#315', '#315', '#787', '#787', '#787', '#21', '#21', '#787', '#787', '#787', '#787', '#831', '#787', '#214', '#214', '#214', '#214', '#214', '#787', '#734', '#734', '#787', '#787', '#787', '#902', '#787', '#787', '#787', '#787', '#787', '#878', '#878', '#787', '#787', '#787', '#698', '#698', '#787', '#397', '#397', '#787', '#787', '#787', '#787', '#787', '#787', '#556', '#787', '#237', '#787', '#787', '#237', '#237', '#787', '#162', '#787', '#787', '#787', '#787', '#787', '#40', '#40', '#787', '#293', '#293', '#293', '#787', '#293', '#787', '#142', '#787', '#142', '#787', '#787', '#129', '#787', '#129', '#787', '#207', '#207', '#207', '#787', '#787', '#787', '#384', '#384', '#787', '#787', '#443', '#443', '#787', '#787', '#787', '#787', '#879', '#879', '#787', '#787', '#917', '#787', '#917', '#917', '#787']"
#782,89,14,"['#782', '#6', '#782', '#782', '#6', '#166', '#782', '#166', '#782', '#166', '#782', '#568', '#568', '#782', '#568', '#58', '#58', '#58', '#58', '#58', '#216', '#782', '#216', '#216', '#216', '#397', '#397', '#782', '#397', '#397', '#793', '#782', '#793', '#782', '#782', '#526', '#782', '#782', '#782', '#782', '#782', '#720', '#720', '#720', '#720', '#580', '#782', '#782', '#782', '#580', '#358', '#358', '#782', '#782', '#358', '#692', '#692', '#782', '#692', '#782', '#24', '#782', '#782', '#24', '#24', '#915', '#915', '#782', '#915', '#915', '#505', '#505', '#505', '#505', '#505', '#258', '#258', '#782', '#258', '#258', '#339', '#782', '#339', '#339', '#339', '#782', '#900', '#900', '#782', '#900', '#782', '#782', '#119', '#782', '#782', '#782', '#782', '#996', '#996', '#782', '#782', '#288', '#782', '#782', '#288', '#930', '#930', '#930', '#782', '#930', '#684', '#684', '#684', '#782', '#684', '#827', '#782', '#827', '#827', '#827', '#782', '#768', '#768', '#768', '#768', '#453', '#453', '#782', '#782', '#453', '#782', '#688', '#688', '#688', '#688', '#82', '#82', '#782', '#82', '#82', '#537', '#537', '#782', '#782', '#782', '#648', '#648', '#648', '#648', '#782', '#782', '#902', '#782', '#782', '#782', '#635', '#635', '#635', '#782', '#782', '#782', '#782', '#782', '#245', '#245', '#782', '#782', '#120', '#782', '#782', '#782', '#535', '#535', '#782', '#535', '#782', '#817', '#782', '#817', '#817', '#249', '#782', '#249', '#249', '#249', '#782', '#908', '#908', '#782', '#908', '#926', '#926', '#926', '#926', '#926', '#782', '#782', '#782', '#782', '#782', '#1', '#782', '#1', '#782', '#782', '#277', '#277', '#782', '#782', '#277', '#648', '#648', '#648', '#782', '#648', '#965', '#965', '#965', '#965', '#782', '#782', '#782', '#968', '#968', '#782', '#148', '#782', '#148', '#148', '#148']"
#6,102,18,"['#782', '#6', '#782', '#782', '#6', '#6', '#6', '#6', '#731', '#731', '#275', '#275', '#6', '#275', '#6', '#6', '#163', '#6', '#6', '#163', '#329', '#329', '#6', '#329', '#329', '#64', '#6', '#6', '#64', '#6', '#91', '#6', '#6', '#6', '#91', '#6', '#433', '#6', '#433', '#433', '#6', '#203', '#6', '#6', '#203', '#6', '#85', '#6', '#85', '#6', '#592', '#592', '#6', '#592', '#6', '#236', '#236', '#6', '#6', '#6', '#564', '#564', '#6', '#6', '#564', '#783', '#6', '#6', '#783', '#783', '#6', '#909', '#6', '#909', '#909', '#6', '#613', '#6', '#613', '#613', '#6', '#520', '#6', '#520', '#6', '#189', '#189', '#6', '#189', '#189', '#448', '#448', '#6', '#448', '#448', '#6', '#710', '#6', '#6', '#6', '#137', '#137', '#6', '#137', '#6', '#6', '#886', '#6', '#6', '#6', '#146', '#146', '#6', '#146', '#146', '#6', '#659', '#6', '#659', '#6', '#6', '#473', '#6', '#473', '#473', '#459', '#6', '#6', '#459', '#6', '#107', '#107', '#6', '#107', '#6', '#444', '#6', '#6', '#6', '#6', '#448', '#448', '#6', '#448', '#6', '#83', '#6', '#6', '#83', '#83', '#6', '#585', '#6', '#585', '#585', '#141', '#6', '#6', '#141', '#141', '#6', '#14', '#6', '#6', '#6', '#130', '#6', '#6', '#130', '#6', '#483', '#483', '#6', '#483', '#483', '#392', '#6', '#392', '#6', '#392', '#6', '#6', '#6', '#992', '#6', '#627', '#627', '#6', '#6', '#6', '#6', '#916', '#6', '#916', '#916', '#574', '#574', '#6', '#574', '#574', '#203', '#6', '#6', '#6', '#6', '#748', '#748', '#6', '#6', '#748']"
#739,83,17,"['#91', '#91', '#91', '#739', '#739', '#739', '#739', '#366', '#739', '#739', '#739', '#425', '#425', '#425', '#425', '#739', '#739', '#516', '#739', '#516', '#739', '#593', '#593', '#739', '#739', '#52', '#52', '#52', '#52', '#52', '#878', '#878', '#878', '#878', '#878', '#62', '#62', '#62', '#739', '#739', '#681', '#681', '#681', '#739', '#681', '#739', '#458', '#739', '#739', '#458', '#739', '#629', '#629', '#739', '#739', '#739', '#896', '#739', '#739', '#739', '#739', '#256', '#739', '#739', '#739', '#739', '#210', '#210', '#739', '#210', '#739', '#587', '#587', '#739', '#739', '#659', '#659', '#659', '#739', '#739', '#349', '#739', '#739', '#739', '#739', '#38', '#38', '#38', '#739', '#38', '#158', '#739', '#158', '#739', '#739', '#739', '#982', '#982', '#739', '#739', '#706', '#739', '#706', '#739', '#706', '#899', '#899', '#739', '#739', '#899', '#739', '#486', '#486', '#739', '#739', '#112', '#739', '#112', '#739', '#739', '#739', '#343', '#739', '#739', '#739', '#739', '#146', '#739', '#739', '#739', '#463', '#739', '#739', '#739', '#739', '#996', '#996', '#996', '#739', '#739', '#739', '#402', '#402', '#739', '#402', '#2', '#2', '#2', '#739', '#2', '#681', '#681', '#681', '#739', '#681', '#233', '#233', '#233', '#739', '#739', '#739', '#340', '#739', '#739', '#739', '#384', '#384', '#384', '#739', '#384']"
#91,119,23,"['#91', '#91', '#91', '#739', '#739', '#68', '#68', '#91', '#68', '#91', '#91', '#91', '#915', '#91', '#915', '#292', '#91', '#91', '#91', '#292', '#91', '#897', '#91', '#897', '#897', '#91', '#312', '#91', '#312', '#91', '#778', '#778', '#778', '#91', '#778', '#91', '#91', '#91', '#195', '#91', '#708', '#708', '#91', '#91', '#91', '#91', '#115', '#91', '#91', '#115', '#91', '#638', '#91', '#91', '#638', '#509', '#91', '#91', '#91', '#509', '#91', '#6', '#6', '#6', '#91', '#91', '#608', '#91', '#608', '#608', '#91', '#91', '#91', '#91', '#108', '#91', '#225', '#91', '#225', '#91', '#91', '#91', '#91', '#91', '#754', '#91', '#34', '#91', '#34', '#34', '#91', '#91', '#91', '#91', '#731', '#91', '#91', '#41', '#41', '#41', '#91', '#91', '#465', '#465', '#91', '#91', '#91', '#863', '#863', '#863', '#356', '#91', '#91', '#356', '#356', '#91', '#91', '#91', '#139', '#139', '#91', '#91', '#91', '#202', '#91', '#763', '#763', '#91', '#763', '#91', '#540', '#540', '#91', '#540', '#540', '#91', '#91', '#297', '#91', '#91', '#91', '#405', '#405', '#91', '#405', '#91', '#91', '#91', '#854', '#854', '#544', '#544', '#91', '#544', '#544', '#619', '#91', '#91', '#91', '#619', '#768', '#768', '#768', '#768', '#768', '#91', '#814', '#91', '#814', '#814', '#163', '#163', '#91', '#163', '#163', '#91', '#662', '#91', '#662', '#662', '#294', '#91', '#91', '#294', '#294', '#91', '#764', '#91', '#764', '#91', '#243', '#243', '#91', '#91', '#243', '#89', '#89', '#91', '#91', '#89', '#591', '#591', '#91', '#591', '#91', '#91', '#503', '#91', '#503', '#503', '#91', '#91', '#91', '#208', '#208', '#52', '#91', '#91', '#52', '#52', '#91', '#654', '#91', '#91', '#91', '#91', '#395', '#91', '#91', '#91', '#282', '#282', '#91', '#282', '#91']"
#864,108,18,"['#38', '#864', '#864', '#38', '#38', '#80', '#864', '#80', '#80', '#864', '#864', '#864', '#546', '#864', '#546', '#864', '#864', '#864', '#864', '#951', '#864', '#864', '#23', '#864', '#23', '#864', '#864', '#589', '#589', '#589', '#864', '#864', '#864', '#864', '#254', '#117', '#864', '#117', '#864', '#117', '#19', '#864', '#19', '#19', '#19', '#468', '#864', '#468', '#468', '#864', '#864', '#864', '#916', '#916', '#864', '#864', '#209', '#209', '#209', '#209', '#12', '#864', '#12', '#864', '#864', '#138', '#864', '#138', '#138', '#864', '#18', '#864', '#18', '#18', '#864', '#51', '#51', '#51', '#864', '#864', '#853', '#864', '#853', '#853', '#853', '#925', '#864', '#925', '#925', '#864', '#864', '#864', '#864', '#713', '#713', '#464', '#864', '#464', '#464', '#464', '#154', '#864', '#154', '#154', '#154', '#864', '#495', '#495', '#864', '#495', '#207', '#207', '#207', '#864', '#864', '#548', '#864', '#548', '#864', '#864', '#864', '#89', '#89', '#89', '#89', '#352', '#864', '#864', '#352', '#864', '#864', '#552', '#552', '#552', '#552', '#864', '#864', '#864', '#864', '#277', '#864', '#319', '#319', '#319', '#319', '#60', '#60', '#60', '#60', '#864', '#414', '#864', '#414', '#414', '#414', '#459', '#864', '#459', '#459', '#459', '#864', '#864', '#864', '#864', '#738', '#266', '#266', '#266', '#266', '#266', '#31', '#864', '#864', '#864', '#31', '#864', '#864', '#864', '#864', '#45', '#864', '#864', '#969', '#864', '#864', '#864', '#602', '#602', '#864', '#602', '#864', '#864', '#930', '#930', '#864', '#545', '#864', '#545', '#545', '#864', '#864', '#864', '#832', '#864', '#864', '#864', '#864', '#769', '#769', '#864', '#271', '#271', '#271', '#271', '#864', '#53', '#864', '#864', '#53', '#53', '#676', '#864', '#864', '#676', '#676', '#541', '#864', '#864', '#864', '#541', '#978', '#864', '#978', '#978', '#864', '#532', '#864', '#532', '#864', '#532', '#365', '#864', '#365', '#365', '#365']"
#38,95,23,"['#38', '#864', '#864', '#38', '#38', '#284', '#284', '#38', '#38', '#38', '#72', '#38', '#72', '#38', '#38', '#203', '#203', '#203', '#203', '#38', '#38', '#38', '#454', '#454', '#38', '#38', '#38', '#38', '#830', '#38', '#441', '#441', '#38', '#38', '#38', '#526', '#526', '#526', '#38', '#38', '#796', '#796', '#38', '#796', '#796', '#38', '#38', '#38', '#500', '#38', '#561', '#561', '#38', '#561', '#38', '#38', '#38', '#683', '#38', '#38', '#38', '#85', '#85', '#85', '#38', '#250', '#250', '#250', '#250', '#38', '#38', '#38', '#38', '#739', '#38', '#303', '#38', '#38', '#38', '#303', '#38', '#38', '#261', '#261', '#38', '#171', '#38', '#171', '#38', '#38', '#195', '#38', '#195', '#38', '#38', '#38', '#354', '#354', '#354', '#38', '#80', '#80', '#80', '#38', '#38', '#38', '#978', '#978', '#38', '#978', '#38', '#38', '#44', '#38', '#44', '#350', '#38', '#350', '#350', '#38', '#998', '#38', '#38', '#998', '#38', '#17', '#38', '#38', '#17', '#38', '#290', '#38', '#290', '#38', '#38', '#38', '#665', '#38', '#665', '#38', '#38', '#265', '#38', '#265', '#38', '#390', '#390', '#390', '#38', '#38', '#313', '#38', '#313', '#38', '#38', '#38', '#861', '#861', '#38', '#38', '#675', '#38', '#38', '#38', '#38', '#318', '#318', '#318', '#38', '#318', '#505', '#505', '#505', '#505', '#38', '#38', '#38', '#100', '#100', '#38']"
#911,141,28,"['#911', '#420', '#911', '#911', '#911', '#397', '#397', '#911', '#397', '#911', '#69', '#911', '#911', '#69', '#69', '#498', '#911', '#911', '#911', '#911', '#911', '#911', '#911', '#911', '#69', '#911', '#69', '#911', '#911', '#69', '#911', '#911', '#911', '#69', '#69', '#911', '#911', '#911', '#911', '#69', '#911', '#69', '#911', '#69', '#69', '#911', '#911', '#911', '#911', '#69', '#549', '#911', '#911', '#549', '#549', '#911', '#291', '#911', '#291', '#291', '#911', '#911', '#911', '#911', '#884', '#909', '#909', '#911', '#909', '#909', '#420', '#420', '#420', '#911', '#911', '#911', '#911', '#911', '#911', '#313', '#911', '#957', '#911', '#957', '#957', '#531', '#911', '#911', '#531', '#911', '#911', '#911', '#911', '#356', '#911', '#911', '#42', '#911', '#42', '#42', '#995', '#995', '#911', '#995', '#995', '#911', '#911', '#911', '#911', '#69', '#911', '#911', '#911', '#69', '#69', '#911', '#420', '#911', '#911', '#911', '#911', '#713', '#911', '#911', '#911', '#64', '#64', '#911', '#911', '#64', '#911', '#911', '#911', '#602', '#602', '#911', '#819', '#911', '#819', '#819', '#624', '#624', '#624', '#624', '#624', '#911', '#911', '#20', '#911', '#911', '#911', '#911', '#911', '#743', '#911', '#911', '#911', '#911', '#867', '#867', '#911', '#234', '#911', '#234', '#911', '#911', '#447', '#911', '#911', '#447', '#911', '#963', '#963', '#963', '#911', '#400', '#911', '#911', '#400', '#400', '#882', '#911', '#882', '#882', '#882', '#420', '#420', '#911', '#420', '#420', '#911', '#911', '#911', '#911', '#209', '#420', '#911', '#420', '#420', '#420', '#132', '#911', '#911', '#911', '#911', '#441', '#911', '#911', '#911', '#911', '#911', '#472', '#472', '#911', '#472', '#911', '#911', '#911', '#100', '#911', '#692', '#911', '#692', '#692', '#692', '#9', '#911', '#911', '#9', '#911', '#911', '#911', '#911', '#911', '#911', '#911', '#879', '#911', '#911', '#879', '#431', '#431', '#431', '#431', '#431', '#911', '#911', '#512', '#512', '#512', '#911', '#598', '#911', '#598', '#598', '#461', '#461', '#461', '#461', '#461', '#911', '#913', '#913', '#913', '#911']"
#420,170,36,"['#911', '#420', '#911', '#911', '#911', '#420', '#225', '#225', '#420', '#420', '#420', '#420', '#420', '#420', '#69', '#420', '#420', '#420', '#69', '#69', '#420', '#420', '#420', '#69', '#420', '#420', '#420', '#649', '#420', '#649', '#159', '#420', '#159', '#420', '#420', '#786', '#786', '#786', '#786', '#786', '#420', '#420', '#420', '#909', '#909', '#420', '#420', '#420', '#911', '#911', '#420', '#420', '#420', '#69', '#69', '#223', '#420', '#223', '#223', '#420', '#420', '#420', '#36', '#36', '#36', '#420', '#267', '#420', '#420', '#267', '#420', '#420', '#438', '#420', '#420', '#909', '#909', '#909', '#909', '#909', '#420', '#420', '#420', '#420', '#420', '#420', '#420', '#69', '#420', '#69', '#518', '#420', '#420', '#518', '#420', '#420', '#420', '#150', '#150', '#420', '#911', '#420', '#911', '#911', '#911', '#420', '#222', '#420', '#222', '#420', '#420', '#420', '#420', '#420', '#741', '#201', '#420', '#201', '#201', '#201', '#420', '#361', '#361', '#361', '#361', '#420', '#420', '#587', '#587', '#420', '#420', '#420', '#420', '#456', '#420', '#962', '#420', '#962', '#420', '#962', '#976', '#420', '#976', '#976', '#420', '#420', '#420', '#825', '#825', '#420', '#362', '#362', '#362', '#420', '#420', '#420', '#420', '#879', '#420', '#879', '#7', '#7', '#7', '#7', '#420', '#741', '#420', '#420', '#420', '#420', '#420', '#420', '#786', '#786', '#786', '#420', '#697', '#697', '#420', '#420', '#420', '#420', '#420', '#884', '#420', '#420', '#420', '#910', '#420', '#910', '#420', '#173', '#420', '#420', '#420', '#728', '#728', '#728', '#420', '#420', '#476', '#420', '#420', '#476', '#420', '#947', '#947', '#947', '#947', '#420', '#420', '#420', '#718', '#718', '#420', '#732', '#732', '#732', '#420', '#732', '#420', '#905', '#905', '#420', '#905', '#263', '#420', '#263', '#420', '#263', '#420', '#420', '#911', '#420', '#420', '#420', '#911', '#420', '#420', '#420', '#420', '#150', '#150', '#420', '#150', '#190', '#190', '#190', '#420', '#420', '#443', '#443', '#443', '#420', '#420', '#420', '#420', '#943', '#420', '#420', '#420', '#376', '#376', '#420', '#376', '#439', '#439', '#420', '#420', '#439', '#430', '#430', '#430', '#420', '#420', '#635', '#420', '#635', '#635', '#420', '#85', '#420', '#85', '#85', '#420', '#420', '#420', '#801', '#420', '#801', '#420', '#420', '#120', '#420', '#420', '#420', '#420', '#223', '#223', '#223', '#420', '#420', '#903', '#903', '#903', '#104', '#420', '#104', '#420', '#420', '#420', '#420', '#184', '#184', '#420', '#420', '#420', '#420', '#885', '#885', '#913', '#913', '#913', '#913', '#420', '#713', '#420', '#713', '#713', '#420']"
#397,108,18,"['#397', '#397', '#911', '#397', '#911', '#397', '#397', '#50', '#397', '#397', '#295', '#295', '#397', '#397', '#295', '#397', '#397', '#782', '#397', '#397', '#397', '#397', '#397', '#397', '#57', '#410', '#397', '#397', '#410', '#397', '#397', '#397', '#350', '#350', '#350', '#397', '#397', '#397', '#494', '#494', '#397', '#397', '#397', '#397', '#251', '#996', '#397', '#996', '#996', '#397', '#954', '#397', '#397', '#954', '#954', '#922', '#922', '#922', '#397', '#922', '#853', '#397', '#397', '#397', '#853', '#584', '#397', '#397', '#584', '#397', '#397', '#898', '#898', '#898', '#397', '#156', '#397', '#156', '#397', '#397', '#397', '#386', '#386', '#386', '#397', '#397', '#397', '#397', '#397', '#397', '#429', '#397', '#429', '#397', '#429', '#397', '#397', '#708', '#397', '#708', '#397', '#277', '#397', '#277', '#277', '#397', '#35', '#397', '#35', '#35', '#169', '#169', '#169', '#397', '#397', '#477', '#397', '#477', '#477', '#477', '#397', '#336', '#397', '#397', '#336', '#397', '#397', '#397', '#396', '#396', '#509', '#397', '#509', '#397', '#509', '#766', '#397', '#397', '#766', '#766', '#934', '#934', '#934', '#397', '#397', '#607', '#397', '#607', '#397', '#397', '#397', '#397', '#787', '#787', '#787', '#519', '#519', '#519', '#519', '#519', '#712', '#397', '#712', '#397', '#712', '#301', '#301', '#301', '#301', '#397', '#397', '#397', '#397', '#261', '#397', '#278', '#397', '#397', '#278', '#278', '#397', '#397', '#14', '#14', '#14', '#366', '#397', '#366', '#397', '#397', '#397', '#415', '#415', '#415', '#397', '#538', '#397', '#538', '#397', '#538', '#835', '#835', '#835', '#397', '#835', '#397', '#397', '#845', '#845', '#845', '#713', '#713', '#713', '#397', '#397', '#557', '#557', '#557', '#397', '#557', '#397', '#397', '#210', '#210', '#397']"
#836,102,17,"['#31', '#31', '#836', '#31', '#836', '#893', '#893', '#836', '#893', '#893', '#726', '#726', '#836', '#836', '#836', '#212', '#212', '#212', '#212', '#836', '#144', '#144', '#144', '#144', '#144', '#836', '#836', '#836', '#30', '#836', '#47', '#836', '#47', '#47', '#836', '#403', '#403', '#403', '#403', '#403', '#836', '#836', '#836', '#671', '#671', '#497', '#497', '#836', '#497', '#836', '#836', '#963', '#963', '#836', '#963', '#413', '#413', '#413', '#413', '#413', '#836', '#836', '#836', '#836', '#836', '#836', '#811', '#836', '#811', '#811', '#124', '#836', '#124', '#124', '#836', '#177', '#177', '#836', '#836', '#177', '#836', '#255', '#836', '#836', '#255', '#422', '#422', '#836', '#422', '#836', '#122', '#836', '#836', '#836', '#122', '#836', '#836', '#573', '#573', '#836', '#836', '#303', '#303', '#836', '#303', '#475', '#475', '#836', '#475', '#475', '#774', '#774', '#836', '#774', '#774', '#178', '#178', '#836', '#836', '#178', '#282', '#282', '#836', '#836', '#282', '#850', '#850', '#850', '#850', '#836', '#383', '#383', '#383', '#383', '#383', '#228', '#836', '#836', '#228', '#228', '#836', '#227', '#836', '#227', '#836', '#836', '#836', '#836', '#713', '#713', '#836', '#3', '#836', '#836', '#836', '#965', '#836', '#965', '#836', '#836', '#623', '#623', '#836', '#836', '#623', '#836', '#645', '#836', '#836', '#836', '#540', '#836', '#836', '#540', '#540', '#76', '#76', '#836', '#76', '#836', '#122', '#836', '#836', '#122', '#122', '#605', '#836', '#836', '#836', '#605', '#836', '#958', '#958', '#958', '#836', '#836', '#543', '#836', '#543', '#543', '#836', '#424', '#424', '#836', '#424', '#866', '#866', '#836', '#836', '#836', '#836', '#961', '#836', '#836', '#961', '#836', '#90', '#836', '#836', '#836', '#708', '#708', '#708', '#708', '#708', '#176', '#176', '#836', '#836', '#836', '#470', '#470', '#836', '#836', '#470']"
#31,94,17,"['#31', '#31', '#836', '#31', '#836', '#141', '#141', '#141', '#31', '#141', '#413', '#31', '#413', '#413', '#413', '#31', '#205', '#205', '#205', '#31', '#947', '#947', '#31', '#31', '#947', '#31', '#31', '#460', '#31', '#31', '#31', '#702', '#31', '#702', '#31', '#31', '#754', '#31', '#754', '#31', '#31', '#122', '#31', '#31', '#31', '#31', '#265', '#265', '#265', '#31', '#757', '#757', '#31', '#757', '#31', '#745', '#745', '#745', '#31', '#745', '#492', '#492', '#492', '#31', '#31', '#875', '#875', '#875', '#875', '#875', '#31', '#313', '#31', '#31', '#313', '#624', '#624', '#624', '#31', '#624', '#160', '#160', '#160', '#160', '#31', '#31', '#336', '#336', '#31', '#31', '#865', '#865', '#31', '#31', '#865', '#312', '#31', '#31', '#312', '#31', '#31', '#940', '#940', '#31', '#940', '#594', '#31', '#31', '#31', '#594', '#31', '#31', '#198', '#31', '#31', '#862', '#862', '#31', '#862', '#31', '#190', '#31', '#190', '#31', '#31', '#31', '#864', '#864', '#864', '#31', '#500', '#31', '#31', '#500', '#31', '#31', '#889', '#889', '#31', '#889', '#746', '#31', '#746', '#746', '#31', '#31', '#595', '#595', '#595', '#31', '#84', '#31', '#84', '#84', '#31', '#31', '#31', '#85', '#31', '#31', '#636', '#31', '#31', '#31', '#31', '#237', '#237', '#31', '#31', '#31', '#358', '#358', '#358', '#358', '#358', '#869', '#869', '#869', '#869', '#869', '#31', '#914', '#914', '#914', '#31', '#320', '#320', '#320', '#31', '#320', '#31', '#31', '#31', '#132', '#132', '#12', '#31', '#31', '#12', '#12', '#31', '#31', '#650', '#650', '#31', '#31', '#697', '#697', '#31', '#697']"
