snum,wins,victories,rounds
#279,29,5,"['#587', '#279', '#587', '#587', '#279', '#279', '#279', '#279', '#279', '#648', '#279', '#787', '#787', '#279', '#787', '#816', '#279', '#279', '#279', '#816', '#279', '#673', '#673', '#279', '#673', '#279', '#120', '#120', '#279', '#279', '#687', '#687', '#279', '#687', '#687', '#279', '#279', '#476', '#476', '#476', '#279', '#86', '#86', '#86', '#86', '#96', '#96', '#279', '#279', '#279', '#387', '#387', '#387', '#387', '#279', '#279', '#279', '#844', '#279', '#279', '#279', '#749', '#749', '#749', '#749']"
#261,29,7,"['#261', '#375', '#261', '#375', '#261', '#411', '#411', '#411', '#261', '#411', '#26', '#26', '#261', '#261', '#261', '#683', '#261', '#683', '#683', '#683', '#184', '#261', '#184', '#261', '#184', '#261', '#261', '#747', '#261', '#747', '#261', '#261', '#771', '#261', '#771', '#261', '#261', '#261', '#261', '#261', '#261', '#167', '#167', '#261', '#167', '#261', '#877', '#261', '#261', '#877', '#261', '#261', '#535', '#261', '#535']"
#559,26,6,"['#559', '#325', '#559', '#559', '#559', '#559', '#559', '#499', '#499', '#559', '#559', '#201', '#201', '#559', '#559', '#559', '#559', '#590', '#590', '#559', '#874', '#874', '#559', '#559', '#559', '#684', '#684', '#684', '#559', '#559', '#63', '#63', '#63', '#63', '#559', '#559', '#918', '#918', '#559', '#559', '#902', '#902', '#902', '#559', '#559', '#914', '#914', '#559', '#914', '#559']"
#325,19,2,"['#559', '#325', '#559', '#559', '#559', '#33', '#33', '#33', '#33', '#325', '#220', '#325', '#220', '#220', '#220', '#325', '#84', '#325', '#325', '#325', '#198', '#198', '#198', '#198', '#325', '#325', '#583', '#583', '#325', '#583', '#325', '#316', '#316', '#325', '#325', '#663', '#663', '#663', '#663', '#663', '#325', '#906', '#906', '#325', '#906', '#734', '#325', '#734', '#325', '#734', '#783', '#325', '#783', '#325', '#783']"
#911,58,9,"['#420', '#420', '#911', '#911', '#420', '#911', '#420', '#420', '#420', '#420', '#420', '#420', '#420', '#420', '#420', '#911', '#911', '#911', '#456', '#911', '#911', '#911', '#911', '#911', '#911', '#420', '#420', '#911', '#420', '#420', '#911', '#420', '#911', '#911', '#911', '#911', '#420', '#911', '#420', '#420', '#420', '#420', '#911', '#420', '#420', '#911', '#911', '#411', '#911', '#911', '#165', '#911', '#911', '#165', '#911', '#420', '#420', '#420', '#911', '#420', '#911', '#420', '#911', '#420', '#420', '#420', '#420', '#911', '#420', '#420', '#420', '#420', '#911', '#911', '#420', '#420', '#420', '#911', '#420', '#420', '#911', '#911', '#946', '#911', '#911', '#420', '#911', '#911', '#420', '#420', '#855', '#855', '#911', '#855', '#911', '#998', '#998', '#998', '#998', '#911', '#911', '#950', '#950', '#911', '#950', '#911', '#57', '#911', '#911', '#911', '#911', '#920', '#911', '#920', '#911', '#753', '#753', '#911', '#911', '#753', '#911', '#911', '#911', '#391', '#391', '#309', '#911', '#309', '#309', '#309']"
#456,25,3,"['#911', '#911', '#911', '#456', '#911', '#157', '#456', '#157', '#157', '#157', '#456', '#456', '#374', '#456', '#374', '#456', '#456', '#456', '#556', '#556', '#862', '#456', '#456', '#456', '#862', '#759', '#759', '#456', '#759', '#759', '#456', '#456', '#216', '#216', '#216', '#162', '#456', '#456', '#162', '#162', '#101', '#101', '#101', '#456', '#101', '#987', '#987', '#987', '#456', '#987', '#818', '#818', '#818', '#456', '#818', '#831', '#456', '#831', '#831', '#831', '#456', '#812', '#812', '#456', '#812', '#338', '#456', '#338', '#338', '#338', '#456', '#611', '#611', '#456', '#611']"
#457,27,4,"['#894', '#457', '#894', '#457', '#894', '#894', '#894', '#894', '#457', '#894', '#894', '#457', '#894', '#894', '#894', '#894', '#894', '#894', '#457', '#894', '#900', '#900', '#457', '#457', '#457', '#664', '#664', '#457', '#457', '#664', '#117', '#117', '#457', '#117', '#117', '#457', '#473', '#457', '#473', '#457', '#514', '#457', '#514', '#457', '#457', '#551', '#551', '#457', '#551', '#551', '#513', '#513', '#513', '#513', '#513', '#457', '#245', '#245', '#457', '#245', '#407', '#407', '#407', '#457', '#407', '#598', '#598', '#598', '#598', '#457', '#493', '#493', '#457', '#493', '#493', '#457', '#457', '#457', '#710', '#710', '#97', '#97', '#457', '#97', '#97']"
#894,37,5,"['#894', '#457', '#894', '#457', '#894', '#894', '#894', '#894', '#457', '#894', '#894', '#457', '#894', '#894', '#894', '#894', '#894', '#894', '#457', '#894', '#750', '#750', '#750', '#894', '#894', '#894', '#607', '#894', '#607', '#607', '#842', '#842', '#842', '#894', '#894', '#894', '#538', '#894', '#538', '#538', '#894', '#989', '#989', '#989', '#894', '#894', '#959', '#959', '#959', '#959', '#267', '#894', '#267', '#894', '#267', '#704', '#704', '#704', '#894', '#704', '#685', '#685', '#894', '#685', '#685', '#319', '#319', '#894', '#319', '#319', '#894', '#409', '#894', '#894', '#894', '#943', '#943', '#943', '#894', '#943', '#616', '#616', '#616', '#894', '#616']"
#207,53,11,"['#207', '#28', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#28', '#207', '#207', '#28', '#207', '#28', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#28', '#207', '#28', '#207', '#207', '#207', '#28', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#441', '#291', '#207', '#207', '#291', '#291', '#207', '#207', '#980', '#207', '#207', '#207', '#207', '#521', '#207', '#521', '#207', '#752', '#207', '#207', '#207', '#207', '#666', '#666', '#666', '#207', '#513', '#207', '#513', '#207', '#513', '#852', '#207', '#852', '#852', '#207', '#108', '#207', '#108', '#207', '#108']"
#28,40,5,"['#207', '#28', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#28', '#207', '#207', '#28', '#207', '#28', '#207', '#207', '#207', '#207', '#207', '#207', '#207', '#28', '#207', '#28', '#207', '#207', '#207', '#28', '#207', '#207', '#207', '#207', '#207', '#28', '#28', '#28', '#28', '#527', '#671', '#671', '#28', '#671', '#28', '#587', '#28', '#587', '#28', '#587', '#288', '#28', '#288', '#28', '#288', '#753', '#28', '#753', '#28', '#753', '#173', '#173', '#28', '#173', '#28', '#28', '#28', '#28', '#15', '#28', '#28', '#28', '#28', '#28', '#28', '#28', '#28', '#944', '#28', '#944', '#219', '#219', '#28', '#28', '#219', '#28', '#28', '#32', '#32', '#28', '#529', '#529', '#529', '#529', '#529', '#747', '#747', '#28', '#747', '#28']"
#500,35,8,"['#712', '#712', '#500', '#500', '#500', '#500', '#329', '#500', '#329', '#329', '#500', '#420', '#500', '#420', '#420', '#946', '#946', '#500', '#500', '#946', '#381', '#500', '#381', '#381', '#381', '#500', '#461', '#500', '#500', '#461', '#503', '#503', '#500', '#500', '#500', '#500', '#545', '#500', '#545', '#500', '#500', '#68', '#500', '#500', '#68', '#128', '#128', '#500', '#128', '#500', '#500', '#500', '#500', '#84', '#500', '#500', '#500', '#500', '#500', '#602', '#159', '#159', '#500', '#500', '#500']"
#712,36,5,"['#712', '#712', '#500', '#500', '#500', '#40', '#712', '#40', '#40', '#712', '#184', '#712', '#712', '#712', '#184', '#188', '#188', '#712', '#188', '#712', '#712', '#475', '#712', '#475', '#475', '#712', '#167', '#712', '#167', '#167', '#853', '#712', '#853', '#712', '#853', '#313', '#712', '#313', '#712', '#712', '#622', '#622', '#622', '#712', '#712', '#712', '#712', '#712', '#712', '#712', '#876', '#876', '#876', '#876', '#712', '#435', '#712', '#712', '#435', '#712', '#712', '#987', '#987', '#712', '#987', '#712', '#773', '#773', '#773', '#712', '#434', '#434', '#712', '#712', '#712']"
#158,30,5,"['#125', '#158', '#125', '#125', '#125', '#125', '#158', '#125', '#125', '#158', '#158', '#158', '#158', '#158', '#879', '#783', '#158', '#783', '#783', '#783', '#190', '#190', '#158', '#190', '#190', '#789', '#789', '#158', '#789', '#158', '#158', '#158', '#158', '#158', '#158', '#519', '#519', '#158', '#519', '#158', '#411', '#411', '#411', '#411', '#158', '#158', '#158', '#657', '#158', '#657', '#493', '#158', '#158', '#493', '#158', '#371', '#158', '#158', '#371', '#158', '#158', '#158', '#212', '#212', '#212']"
#125,22,2,"['#125', '#158', '#125', '#125', '#125', '#125', '#158', '#125', '#125', '#158', '#680', '#680', '#125', '#680', '#680', '#744', '#744', '#125', '#125', '#744', '#735', '#125', '#735', '#735', '#125', '#805', '#805', '#125', '#805', '#125', '#541', '#125', '#125', '#541', '#541', '#107', '#107', '#125', '#125', '#107', '#125', '#612', '#125', '#612', '#612', '#918', '#918', '#918', '#125', '#125']"
111,0,0,"['#111', '#111', '#112', '#111', '#112']"
112,0,0,"['#111', '#111', '#112', '#111', '#112']"
#991,15,3,"['#131', '#991', '#991', '#131', '#991', '#611', '#991', '#991', '#611', '#611', '#991', '#180', '#180', '#180', '#991', '#283', '#283', '#991', '#991', '#283', '#991', '#991', '#991', '#969', '#969', '#991', '#991', '#383', '#991', '#383']"
#131,29,7,"['#131', '#991', '#991', '#131', '#991', '#131', '#131', '#131', '#131', '#255', '#640', '#131', '#640', '#131', '#640', '#131', '#131', '#131', '#131', '#229', '#131', '#131', '#583', '#131', '#583', '#997', '#131', '#997', '#131', '#997', '#131', '#131', '#215', '#131', '#215', '#131', '#131', '#550', '#131', '#550', '#131', '#131', '#637', '#131', '#637', '#131', '#131', '#549', '#131', '#549']"
#581,33,7,"['#948', '#581', '#948', '#948', '#948', '#2', '#581', '#2', '#2', '#581', '#581', '#272', '#272', '#581', '#581', '#269', '#581', '#581', '#581', '#269', '#581', '#101', '#101', '#581', '#581', '#581', '#581', '#87', '#581', '#87', '#637', '#581', '#581', '#581', '#637', '#854', '#581', '#854', '#581', '#854', '#283', '#581', '#581', '#283', '#283', '#581', '#581', '#695', '#695', '#695', '#581', '#581', '#581', '#859', '#581', '#581', '#437', '#437', '#581', '#581', '#888', '#581', '#888', '#888', '#581']"
#948,62,13,"['#948', '#581', '#948', '#948', '#948', '#843', '#843', '#843', '#948', '#948', '#948', '#633', '#948', '#633', '#948', '#948', '#409', '#948', '#409', '#948', '#860', '#860', '#948', '#948', '#948', '#832', '#832', '#948', '#832', '#948', '#648', '#648', '#648', '#948', '#648', '#948', '#948', '#948', '#510', '#948', '#948', '#948', '#948', '#948', '#485', '#948', '#948', '#948', '#286', '#948', '#948', '#248', '#248', '#248', '#948', '#263', '#263', '#263', '#948', '#263', '#957', '#957', '#957', '#948', '#948', '#948', '#182', '#948', '#182', '#948', '#885', '#948', '#948', '#948', '#948', '#209', '#948', '#209', '#209', '#948', '#948', '#948', '#948', '#948', '#948', '#948', '#369', '#369', '#369', '#948', '#948', '#948', '#678', '#678', '#948', '#948', '#948', '#948', '#948', '#948', '#336', '#336', '#948', '#948', '#948']"
2,0,0,"['#131', '#2', '#2', '#2', '#131']"
131,0,0,"['#131', '#2', '#2', '#2', '#131']"
#136,10,0,"['#452', '#136', '#452', '#136', '#452', '#218', '#218', '#218', '#136', '#218', '#136', '#361', '#361', '#136', '#361', '#136', '#344', '#344', '#136', '#344', '#103', '#103', '#103', '#103', '#136', '#136', '#136', '#527', '#527', '#527', '#960', '#960', '#960', '#960', '#960']"
#452,31,8,"['#452', '#136', '#452', '#136', '#452', '#452', '#582', '#452', '#452', '#452', '#459', '#459', '#452', '#452', '#452', '#736', '#736', '#736', '#736', '#452', '#542', '#542', '#542', '#542', '#542', '#452', '#974', '#974', '#974', '#452', '#452', '#452', '#452', '#388', '#388', '#613', '#613', '#452', '#452', '#452', '#452', '#589', '#452', '#452', '#589', '#452', '#768', '#452', '#768', '#452', '#281', '#452', '#452', '#281', '#452', '#468', '#468', '#468', '#468', '#452', '#452', '#63', '#63', '#63', '#452']"
#750,18,2,"['#750', '#750', '#750', '#894', '#894', '#504', '#504', '#504', '#750', '#750', '#314', '#314', '#314', '#314', '#314', '#750', '#173', '#750', '#750', '#173', '#262', '#262', '#750', '#262', '#262', '#750', '#160', '#160', '#160', '#750', '#750', '#750', '#353', '#353', '#353', '#266', '#750', '#266', '#266', '#266', '#998', '#998', '#750', '#998', '#998', '#611', '#611', '#611', '#611', '#750', '#249', '#750', '#750', '#249', '#249']"
420,0,0,"['#420', '#320', '#320', '#420', '#420']"
#320,25,3,"['#420', '#320', '#320', '#420', '#420', '#555', '#320', '#320', '#320', '#320', '#320', '#682', '#682', '#682', '#682', '#320', '#803', '#803', '#320', '#803', '#288', '#288', '#320', '#320', '#288', '#519', '#519', '#519', '#320', '#519', '#320', '#482', '#320', '#320', '#320', '#518', '#320', '#320', '#518', '#518', '#42', '#42', '#320', '#42', '#42', '#941', '#941', '#941', '#320', '#320', '#789', '#789', '#789', '#789', '#320', '#336', '#336', '#320', '#320', '#320']"
911,0,0,"['#719', '#719', '#911', '#719', '#911', '#911', '#674', '#911', '#674', '#674', '#543', '#911', '#911', '#911', '#543', '#911', '#59', '#911', '#911', '#911']"
#719,23,4,"['#719', '#719', '#911', '#719', '#911', '#719', '#719', '#719', '#871', '#871', '#728', '#719', '#728', '#719', '#719', '#305', '#305', '#305', '#719', '#305', '#719', '#719', '#292', '#292', '#292', '#827', '#719', '#719', '#827', '#827', '#770', '#719', '#770', '#770', '#719', '#399', '#719', '#399', '#719', '#399', '#433', '#433', '#719', '#433', '#719', '#719', '#719', '#719', '#952', '#952']"
#674,26,3,"['#911', '#674', '#911', '#674', '#674', '#674', '#674', '#914', '#914', '#674', '#46', '#674', '#674', '#674', '#674', '#237', '#237', '#237', '#674', '#237', '#674', '#462', '#462', '#462', '#462', '#188', '#188', '#188', '#188', '#188', '#674', '#674', '#236', '#236', '#236', '#535', '#674', '#535', '#674', '#535', '#674', '#923', '#923', '#923', '#674', '#674', '#674', '#764', '#764', '#764', '#708', '#708', '#708', '#708', '#708', '#312', '#674', '#674', '#312', '#312', '#266', '#266', '#674', '#674', '#266', '#674', '#648', '#648', '#648', '#674']"
#543,35,6,"['#543', '#911', '#911', '#911', '#543', '#487', '#543', '#487', '#487', '#487', '#589', '#589', '#589', '#589', '#589', '#804', '#543', '#543', '#804', '#804', '#490', '#543', '#543', '#543', '#490', '#52', '#543', '#543', '#52', '#52', '#793', '#543', '#543', '#543', '#793', '#543', '#794', '#543', '#543', '#794', '#252', '#252', '#252', '#252', '#252', '#543', '#543', '#543', '#543', '#543', '#543', '#26', '#26', '#26', '#543', '#543', '#922', '#922', '#543', '#922', '#189', '#543', '#189', '#543', '#189', '#743', '#543', '#543', '#543', '#743', '#543', '#543', '#951', '#543', '#951', '#259', '#259', '#543', '#543', '#259']"
#59,22,3,"['#911', '#59', '#911', '#911', '#911', '#884', '#59', '#59', '#884', '#59', '#382', '#59', '#382', '#382', '#382', '#909', '#59', '#909', '#909', '#909', '#59', '#185', '#185', '#59', '#185', '#59', '#59', '#427', '#427', '#427', '#979', '#59', '#979', '#59', '#979', '#59', '#59', '#59', '#170', '#59', '#59', '#59', '#59', '#240', '#240', '#2', '#2', '#2', '#2', '#59', '#59', '#59', '#763', '#763', '#763']"
#797,37,10,"['#797', '#797', '#783', '#783', '#797', '#797', '#797', '#822', '#797', '#797', '#797', '#797', '#982', '#797', '#982', '#29', '#797', '#29', '#29', '#29', '#797', '#884', '#797', '#797', '#884', '#797', '#755', '#755', '#797', '#797', '#718', '#797', '#718', '#797', '#797', '#348', '#348', '#348', '#797', '#348', '#797', '#797', '#797', '#635', '#797', '#462', '#797', '#462', '#797', '#462', '#797', '#808', '#808', '#797', '#797', '#797', '#797', '#797', '#797', '#896', '#797', '#974', '#797', '#797', '#974']"
#783,36,8,"['#797', '#797', '#783', '#783', '#797', '#783', '#783', '#80', '#80', '#80', '#149', '#149', '#783', '#783', '#783', '#783', '#783', '#746', '#783', '#746', '#783', '#485', '#783', '#485', '#783', '#783', '#158', '#783', '#783', '#783', '#85', '#85', '#783', '#85', '#783', '#783', '#716', '#783', '#783', '#716', '#55', '#55', '#783', '#783', '#55', '#783', '#466', '#783', '#783', '#783', '#783', '#51', '#783', '#51', '#783', '#908', '#908', '#908', '#908', '#908', '#783', '#325', '#783', '#325', '#783', '#821', '#783', '#821', '#821', '#783']"
#4,38,8,"['#1', '#1', '#1', '#4', '#4', '#831', '#4', '#4', '#831', '#831', '#4', '#4', '#170', '#170', '#4', '#4', '#55', '#4', '#55', '#55', '#537', '#537', '#4', '#537', '#4', '#4', '#583', '#583', '#4', '#4', '#143', '#4', '#4', '#4', '#143', '#4', '#4', '#463', '#463', '#463', '#511', '#511', '#511', '#4', '#511', '#4', '#841', '#841', '#841', '#841', '#4', '#4', '#4', '#4', '#215', '#4', '#4', '#4', '#430', '#430', '#847', '#4', '#847', '#4', '#4', '#4', '#4', '#650', '#4', '#650', '#4', '#4', '#4', '#4', '#485']"
#919,24,4,"['#919', '#919', '#919', '#919', '#919', '#582', '#582', '#582', '#582', '#919', '#825', '#825', '#919', '#825', '#919', '#763', '#919', '#919', '#763', '#763', '#919', '#593', '#593', '#919', '#919', '#919', '#823', '#919', '#919', '#823', '#919', '#919', '#919', '#919', '#48', '#225', '#225', '#919', '#919', '#225', '#896', '#919', '#919', '#896', '#896']"
#357,35,7,"['#919', '#919', '#919', '#919', '#919', '#357', '#357', '#357', '#34', '#357', '#357', '#716', '#716', '#716', '#716', '#746', '#357', '#746', '#357', '#357', '#357', '#357', '#678', '#678', '#678', '#818', '#357', '#357', '#818', '#818', '#357', '#610', '#610', '#357', '#357', '#949', '#949', '#949', '#357', '#357', '#357', '#338', '#357', '#338', '#357', '#447', '#357', '#447', '#357', '#357', '#357', '#655', '#655', '#357', '#655', '#148', '#148', '#357', '#357', '#357', '#200', '#200', '#357', '#200', '#357', '#762', '#762', '#762', '#762', '#357', '#357', '#256', '#256', '#256', '#256', '#503', '#357', '#503', '#357', '#357']"
919,0,0,"['#919', '#919', '#919', '#919', '#919']"
#888,36,7,"['#919', '#919', '#919', '#919', '#919', '#664', '#888', '#888', '#664', '#888', '#888', '#888', '#889', '#889', '#889', '#888', '#888', '#888', '#751', '#751', '#888', '#521', '#521', '#888', '#521', '#218', '#888', '#218', '#888', '#218', '#888', '#888', '#872', '#872', '#888', '#888', '#888', '#888', '#888', '#130', '#807', '#807', '#807', '#888', '#807', '#888', '#888', '#888', '#888', '#888', '#888', '#642', '#642', '#888', '#642', '#888', '#888', '#888', '#753', '#753', '#888', '#888', '#339', '#339', '#339', '#888', '#581', '#888', '#888', '#581', '#909', '#909', '#909', '#888', '#909']"
#3,25,5,"['#3', '#2', '#2', '#2', '#2', '#22', '#22', '#3', '#3', '#22', '#978', '#3', '#978', '#978', '#3', '#606', '#3', '#3', '#3', '#606', '#3', '#3', '#3', '#266', '#266', '#3', '#3', '#3', '#392', '#3', '#3', '#3', '#3', '#499', '#3', '#837', '#837', '#837', '#837', '#3', '#528', '#3', '#3', '#528', '#528', '#3', '#3', '#3', '#331', '#331', '#769', '#769', '#769', '#769', '#769']"
#8,23,4,"['#8', '#1', '#1', '#8', '#8', '#8', '#8', '#8', '#8', '#796', '#501', '#501', '#8', '#8', '#501', '#8', '#855', '#8', '#8', '#8', '#651', '#8', '#651', '#651', '#8', '#816', '#8', '#816', '#816', '#8', '#931', '#931', '#931', '#931', '#931', '#8', '#739', '#739', '#739', '#8', '#636', '#636', '#8', '#8', '#8', '#593', '#593', '#593', '#593', '#8']"
#274,37,7,"['#817', '#274', '#817', '#274', '#817', '#535', '#274', '#535', '#535', '#274', '#409', '#274', '#274', '#409', '#409', '#853', '#274', '#853', '#853', '#853', '#274', '#274', '#927', '#927', '#274', '#724', '#724', '#274', '#274', '#724', '#274', '#776', '#776', '#776', '#274', '#274', '#1', '#1', '#274', '#1', '#274', '#274', '#274', '#274', '#183', '#926', '#274', '#274', '#926', '#274', '#274', '#899', '#899', '#274', '#274', '#776', '#274', '#776', '#274', '#274', '#359', '#359', '#274', '#359', '#274', '#410', '#410', '#410', '#410', '#410', '#646', '#646', '#274', '#274', '#274', '#623', '#623', '#274', '#274', '#274']"
#817,16,3,"['#817', '#274', '#817', '#274', '#817', '#902', '#902', '#902', '#817', '#817', '#299', '#299', '#299', '#299', '#817', '#339', '#339', '#339', '#339', '#817', '#757', '#817', '#757', '#817', '#817', '#817', '#217', '#217', '#217', '#217', '#391', '#391', '#391', '#817', '#817', '#817', '#27', '#817', '#27', '#817']"
#604,17,5,"['#60', '#604', '#60', '#604', '#604', '#557', '#604', '#557', '#604', '#604', '#604', '#604', '#604', '#796', '#604', '#604', '#836', '#836', '#604', '#604', '#809', '#604', '#809', '#809', '#809', '#604', '#624', '#604', '#604', '#624']"
#60,40,7,"['#60', '#604', '#60', '#604', '#604', '#60', '#752', '#60', '#60', '#60', '#579', '#60', '#579', '#579', '#579', '#881', '#60', '#881', '#881', '#881', '#60', '#871', '#60', '#871', '#871', '#60', '#60', '#60', '#60', '#409', '#539', '#60', '#60', '#539', '#539', '#60', '#60', '#60', '#87', '#60', '#60', '#60', '#579', '#579', '#60', '#60', '#597', '#60', '#60', '#60', '#60', '#60', '#60', '#511', '#60', '#634', '#634', '#60', '#634', '#60', '#60', '#60', '#60', '#60', '#501', '#60', '#949', '#949', '#949', '#949', '#60', '#60', '#868', '#868', '#868']"
#164,26,7,"['#416', '#416', '#164', '#164', '#164', '#164', '#164', '#164', '#385', '#385', '#164', '#164', '#164', '#164', '#160', '#164', '#164', '#200', '#200', '#200', '#164', '#164', '#164', '#209', '#209', '#164', '#164', '#164', '#164', '#506', '#164', '#164', '#164', '#503', '#164', '#905', '#164', '#164', '#164', '#905']"
